"id","fecha","hora","temperatura","humedad","intensidad_luz","humedad_suelo"
"1088","2024-01-29","16:26:57","16.40","66.10","16.67","3.22"
"1089","2024-01-29","16:27:02","16.40","66.10","16.67","3.64"
"1090","2024-01-29","16:27:06","16.40","66.10","16.67","3.40"
"1091","2024-01-29","16:27:11","16.40","66.10","16.67","3.88"
"1092","2024-01-29","16:27:15","16.40","66.20","16.67","3.28"
"1093","2024-01-29","16:27:19","16.40","66.20","16.67","3.58"
"1094","2024-01-29","16:27:23","16.40","66.20","16.67","3.09"
"1095","2024-01-29","16:27:27","16.40","66.20","16.67","3.70"
"1096","2024-01-29","16:27:31","16.40","66.20","16.67","3.15"
"1097","2024-01-29","16:27:36","16.40","66.10","16.67","3.46"
"1098","2024-01-29","16:27:40","16.40","66.10","16.67","2.37"
"1099","2024-01-29","16:27:45","16.40","66.10","16.67","3.15"
"1100","2024-01-29","16:27:49","16.40","66.10","16.67","3.40"
"1101","2024-01-29","16:27:53","16.40","66.10","16.67","3.76"
"1102","2024-01-29","16:27:57","16.40","66.10","16.67","2.49"
"1103","2024-01-29","16:28:01","16.40","66.10","16.67","6.19"
"1104","2024-01-29","17:10:11","16.40","66.10","16.67","3.15"
"1105","2024-01-29","17:10:18","16.40","66.10","16.67","2.97"
"1106","2024-01-29","17:10:25","16.40","66.10","16.67","3.70"
"1107","2024-01-29","17:10:29","16.40","66.10","16.67","3.34"
"1108","2024-01-29","17:10:33","16.40","66.10","16.67","3.28"
"1109","2024-01-29","17:10:38","16.40","66.20","16.67","3.28"
"1110","2024-01-29","17:10:43","16.40","66.20","16.67","2.91"
"1111","2024-01-29","17:14:01","16.40","66.10","16.67","3.46"
"1112","2024-01-29","17:14:05","16.40","66.10","16.67","3.64"
"1113","2024-01-29","17:14:10","16.40","66.10","16.67","3.58"
"1114","2024-01-29","17:14:14","16.40","66.10","16.67","3.22"
"1115","2024-01-29","17:14:18","16.40","66.10","16.67","2.67"
"1116","2024-01-29","17:14:24","16.40","66.10","16.67","3.40"
"1117","2024-01-29","17:14:29","16.40","66.10","16.67","3.34"
"1118","2024-01-29","17:14:33","16.40","66.10","16.67","3.34"
"1119","2024-01-29","17:14:38","16.40","66.10","16.67","3.82"
"1120","2024-01-29","17:14:42","16.40","66.10","16.67","3.09"
"1121","2024-01-29","17:14:47","16.40","66.10","16.67","2.79"
"1122","2024-01-29","17:14:51","16.40","66.10","16.67","4.43"
"1123","2024-01-29","17:14:55","16.40","66.10","16.67","3.22"
"1124","2024-01-29","17:14:59","16.40","66.10","16.67","3.09"
"1125","2024-01-29","17:15:04","16.40","66.10","16.67","3.46"
"1126","2024-01-29","17:15:08","16.40","66.10","16.67","2.49"
"1127","2024-01-29","17:15:12","16.40","66.20","16.67","4.31"
"1128","2024-01-29","17:15:16","16.40","66.20","16.67","3.40"
"1129","2024-01-29","17:15:20","16.40","66.10","16.67","4.43"
"1130","2024-01-29","17:15:29","16.40","66.10","16.67","3.46"
"1131","2024-01-29","17:15:33","16.40","66.10","16.67","3.28"
"1132","2024-01-29","17:15:37","16.40","66.10","16.67","3.40"
"1133","2024-01-29","17:15:41","16.40","66.20","16.67","3.15"
"1134","2024-01-29","17:15:46","16.40","66.20","16.67","3.64"
"1135","2024-01-29","17:15:50","16.40","66.20","16.67","3.34"
"1136","2024-01-29","17:15:55","16.40","66.20","16.67","3.28"
"1137","2024-01-29","17:15:59","16.40","66.10","16.67","3.09"
"1138","2024-01-29","17:16:04","16.40","66.20","15.83","3.70"
"1139","2024-01-29","17:16:08","16.40","66.20","15.83","3.46"
"1140","2024-01-29","17:16:12","16.40","66.20","15.83","3.28"
"1141","2024-01-29","17:16:16","16.40","66.20","16.67","3.15"
"1142","2024-01-29","17:16:20","16.40","66.20","16.67","3.40"
"1143","2024-01-29","17:16:24","16.40","66.20","16.67","3.28"
"1144","2024-01-29","17:16:29","16.40","66.20","16.67","3.64"
"1145","2024-01-29","17:16:34","16.40","66.20","16.67","3.09"
"1146","2024-01-29","17:16:38","16.40","66.10","16.67","3.22"
"1147","2024-01-29","17:16:42","16.40","66.20","16.67","3.94"
"1148","2024-01-29","17:16:46","16.40","66.10","16.67","3.09"
"1149","2024-01-29","17:16:51","16.40","66.10","16.67","3.46"
"1150","2024-01-29","17:16:55","16.40","66.10","16.67","3.28"
"1151","2024-01-29","17:17:03","16.40","66.10","16.67","3.64"
"1152","2024-01-29","17:17:07","16.40","66.10","16.67","3.09"
"1153","2024-01-29","17:17:11","16.40","66.20","16.67","4.19"
"1154","2024-01-29","17:17:15","16.40","66.20","16.67","2.91"
"1155","2024-01-29","17:17:19","16.40","66.10","16.67","3.64"
"1156","2024-01-29","17:17:23","16.40","66.10","16.67","3.22"
"1157","2024-01-29","17:17:28","16.40","66.20","16.67","3.22"
"1158","2024-01-29","17:17:33","16.40","66.10","16.67","4.31"
"1159","2024-01-29","17:17:37","16.40","66.10","16.67","3.28"
"1160","2024-01-29","17:17:41","16.40","66.20","16.67","3.15"
"1161","2024-01-29","17:17:45","16.40","66.20","16.67","3.09"
"1162","2024-01-29","17:17:49","16.40","66.10","16.67","2.91"
"1163","2024-01-29","17:17:54","16.40","66.10","16.67","3.46"
"1164","2024-01-29","17:17:59","16.40","66.10","16.67","3.09"
"1165","2024-01-29","17:18:03","16.40","66.10","16.67","4.73"
"1166","2024-01-29","17:18:07","16.40","66.10","16.67","2.97"
"1167","2024-01-29","17:18:12","16.40","66.10","16.67","3.34"
"1168","2024-01-29","17:18:16","16.40","66.00","16.67","2.85"
"1169","2024-01-29","17:18:20","16.40","66.00","16.67","3.28"
"1170","2024-01-29","17:18:24","16.40","66.10","16.67","3.09"
"1171","2024-01-29","17:18:28","16.40","66.10","16.67","3.76"
"1172","2024-01-29","17:18:33","16.40","66.10","16.67","3.15"
"1173","2024-01-29","17:18:38","16.40","66.00","16.67","3.28"
"1174","2024-01-29","17:18:42","16.40","66.10","16.67","3.22"
"1175","2024-01-29","17:18:46","16.40","66.10","16.67","3.22"
"1176","2024-01-29","17:18:50","16.40","66.10","16.67","3.52"
"1177","2024-01-29","17:27:32","16.50","65.50","15.83","5.76"
"1178","2024-01-29","17:27:36","16.50","65.50","15.00","6.07"
"1179","2024-01-29","17:27:40","16.50","65.50","15.00","6.25"
"1180","2024-01-29","17:27:44","16.50","65.50","15.00","5.76"
"1181","2024-01-29","17:27:48","16.50","65.60","15.00","5.88"
"1182","2024-01-29","17:27:52","16.50","65.60","15.00","5.95"
"1183","2024-01-29","17:27:56","16.50","65.60","15.00","6.07"
"1184","2024-01-29","17:28:01","16.50","65.60","15.00","6.31"
"1185","2024-01-29","17:28:05","16.50","65.70","15.00","6.07"
"1186","2024-01-29","17:28:10","16.50","65.70","15.00","6.49"
"1187","2024-01-29","17:28:14","16.50","65.70","15.83","6.25"
"1188","2024-01-29","17:28:18","16.50","65.60","15.00","5.76"
"1189","2024-01-29","17:28:22","16.50","65.60","15.00","5.58"
"1190","2024-01-29","17:28:26","16.50","65.60","15.00","5.88"
"1191","2024-01-29","17:28:30","16.50","65.60","15.83","6.07"
"1192","2024-01-29","17:28:35","16.50","65.60","15.00","6.01"
"1193","2024-01-29","17:28:39","16.50","65.60","15.83","6.49"
"1194","2024-01-29","17:28:43","16.50","65.60","15.00","6.13"
"1195","2024-01-29","17:28:47","16.50","65.70","15.00","6.13"
"1196","2024-01-29","17:28:52","16.50","65.70","15.00","6.13"
"1197","2024-01-29","17:28:59","16.50","65.70","15.83","5.40"
"1198","2024-01-29","17:29:03","16.50","65.70","15.83","6.31"
"1199","2024-01-29","17:29:07","16.50","65.70","15.83","6.13"
"1200","2024-01-29","17:29:12","16.50","65.60","15.83","1.52"
"1201","2024-01-29","17:29:16","16.50","65.60","15.83","5.88"
"1202","2024-01-29","17:29:20","16.50","65.60","15.83","6.25"
"1203","2024-01-29","17:29:24","16.50","65.60","15.83","6.07"
"1204","2024-01-29","17:29:31","16.50","65.70","15.83","7.04"
"1205","2024-01-29","17:29:36","16.50","65.70","15.83","5.88"
"1206","2024-01-29","17:29:40","16.50","65.60","15.83","5.76"
"1207","2024-01-29","17:29:44","16.50","65.60","15.83","6.25"
"1208","2024-01-29","17:29:49","16.50","65.60","15.00","6.25"
"1209","2024-01-29","17:29:53","16.50","65.60","15.83","6.25"
"1210","2024-01-29","17:29:57","16.50","65.60","15.83","5.82"
"1211","2024-01-29","17:30:01","16.50","65.60","15.83","4.91"
"1212","2024-01-29","17:30:06","16.50","65.60","15.00","6.19"
"1213","2024-01-29","17:30:10","16.50","65.70","15.00","5.82"
"1214","2024-01-29","17:30:14","16.50","65.60","15.00","5.76"
"1215","2024-01-29","17:30:19","16.50","65.60","15.00","6.13"
"1216","2024-01-29","17:30:23","16.50","65.70","15.00","5.76"
"1217","2024-01-29","17:30:27","16.50","65.70","15.00","5.70"
"1218","2024-01-29","17:30:31","16.50","65.70","15.00","6.13"
"1219","2024-01-29","17:30:35","16.50","65.70","15.00","7.46"
"1220","2024-01-29","17:30:43","16.50","65.80","15.00","6.19"
"1221","2024-01-29","17:30:47","16.50","65.80","15.00","5.58"
"1222","2024-01-29","17:30:51","16.50","65.80","15.83","5.82"
"1223","2024-01-29","17:30:55","16.50","65.70","15.83","6.73"
"1224","2024-01-29","17:31:00","16.50","65.70","15.00","5.76"
"1225","2024-01-29","17:31:04","16.50","65.70","15.83","6.01"
"1226","2024-01-29","17:31:08","16.50","65.70","15.00","5.82"
"1227","2024-01-29","17:31:12","16.50","65.70","15.00","6.07"
"1228","2024-01-29","17:31:17","16.50","65.70","15.00","6.55"
"1229","2024-01-29","17:31:21","16.50","65.70","15.83","6.25"
"1230","2024-01-29","17:31:25","16.50","65.70","15.00","6.19"
"1231","2024-01-29","17:31:29","16.50","65.70","15.83","6.25"
"1232","2024-01-29","17:31:33","16.50","65.80","15.00","6.61"
"1233","2024-01-29","17:31:37","16.50","65.80","15.00","5.70"
"1234","2024-01-29","17:31:42","16.50","65.80","15.00","5.82"
"1235","2024-01-29","17:31:46","16.50","65.80","15.00","5.16"
"1236","2024-01-29","17:42:44","16.40","66.30","15.00","6.37"
"1237","2024-01-29","17:42:48","16.40","66.20","15.83","5.88"
"1238","2024-01-29","17:42:53","16.40","66.20","15.00","5.76"
"1239","2024-01-29","17:42:57","16.40","66.10","15.00","5.88"
"1240","2024-01-29","17:43:04","16.40","66.10","15.00","6.01"
"1241","2024-01-29","17:43:08","16.40","66.10","15.00","5.82"
"1242","2024-01-29","17:43:12","16.40","66.00","15.83","6.07"
"1243","2024-01-29","17:43:17","16.40","66.00","15.00","5.82"
"1244","2024-01-29","17:43:21","16.40","66.00","15.83","6.07"
"1245","2024-01-29","17:43:26","16.40","66.00","15.00","5.88"
"1246","2024-01-29","17:43:31","16.40","66.00","15.00","5.70"
"1247","2024-01-29","17:43:35","16.40","66.00","15.00","6.13"
"1248","2024-01-29","17:43:39","16.40","66.00","15.83","6.13"
"1249","2024-01-29","17:43:43","16.40","66.00","15.00","6.07"
"1250","2024-01-29","17:43:47","16.40","66.00","15.83","6.55"
"1251","2024-01-29","17:43:51","16.40","66.00","15.83","6.86"
"1252","2024-01-29","17:43:56","16.40","66.00","15.83","6.37"
"1253","2024-01-29","17:44:00","16.40","66.00","15.83","5.58"
"1254","2024-01-29","17:44:05","16.40","66.00","15.83","6.31"
"1255","2024-01-29","17:44:09","16.40","66.00","15.00","6.07"
"1256","2024-01-29","17:46:29","16.40","66.00","15.83","5.22"
"1257","2024-01-29","17:46:33","16.40","66.10","15.83","6.07"
"1258","2024-01-29","17:46:38","16.40","66.10","15.83","6.07"
"1259","2024-01-29","17:46:43","16.40","66.10","15.83","6.07"
"1260","2024-01-29","17:46:47","16.40","66.10","15.83","6.01"
"1261","2024-01-29","17:46:52","16.40","66.10","15.83","5.88"
"1262","2024-01-29","17:46:56","16.40","66.00","15.83","6.07"
"1263","2024-01-29","17:47:00","16.40","66.10","15.83","6.25"
"1264","2024-01-29","17:47:05","16.40","66.10","15.83","6.01"
"1265","2024-01-29","17:47:09","16.40","66.10","15.83","6.01"
"1266","2024-01-29","17:47:13","16.40","66.00","15.83","5.76"
"1267","2024-01-29","17:47:17","16.40","66.00","15.83","6.61"
"1268","2024-01-29","17:47:22","16.40","66.10","15.83","6.19"
"1269","2024-01-29","17:47:27","16.40","66.10","15.00","5.70"
"1270","2024-01-29","17:47:31","16.40","66.10","15.00","6.19"
"1271","2024-01-29","17:47:35","16.40","66.10","15.00","6.25"
"1272","2024-01-29","17:47:39","16.40","66.10","15.83","6.07"
"1273","2024-01-29","17:47:43","16.40","66.10","15.83","6.07"
"1274","2024-01-29","17:47:48","16.40","66.10","15.83","5.76"
"1275","2024-01-29","17:47:53","16.40","66.20","15.83","5.76"
"1276","2024-01-29","17:48:00","16.40","66.10","15.83","5.88"
"1277","2024-01-29","17:48:04","16.40","66.10","15.83","5.88"
"1278","2024-01-29","17:48:09","16.40","66.10","15.83","6.13"
"1279","2024-01-29","17:48:13","16.40","66.10","15.83","6.01"
"1280","2024-01-29","17:48:17","16.40","66.20","15.83","5.82"
"1281","2024-01-29","17:48:21","16.40","66.20","15.83","5.88"
"1282","2024-01-29","17:48:25","16.40","66.20","15.00","6.01"
"1283","2024-01-29","17:48:30","16.40","66.30","15.00","6.01"
"1284","2024-01-29","17:53:33","16.40","66.20","15.00","4.91"
"1285","2024-01-29","19:19:18","16.40","66.60","10.83","2.00"
"1286","2024-01-29","19:19:23","16.40","66.60","10.83","3.15"
"1287","2024-01-29","19:19:27","16.40","66.50","10.83","3.46"
"1288","2024-01-29","19:19:32","16.40","66.60","10.83","3.09"
"1289","2024-01-29","19:19:36","16.40","66.60","10.83","4.85"
"1290","2024-01-29","19:19:40","16.40","66.50","10.83","3.22"
"1291","2024-01-29","19:19:44","16.40","66.50","10.83","2.91"
"1292","2024-01-29","19:19:49","16.40","66.60","10.83","3.46"
"1293","2024-01-29","19:19:53","16.40","66.60","10.83","3.15"
"1294","2024-01-29","19:19:57","16.40","66.60","10.83","5.34"
"1295","2024-01-29","19:20:04","16.40","66.50","10.83","2.85"
"1296","2024-01-29","19:20:09","16.40","66.50","10.83","2.91"
"1297","2024-01-29","19:20:13","16.40","66.40","10.83","3.34"
"1298","2024-01-29","19:20:17","16.40","66.40","10.83","0.91"
"1299","2024-01-29","19:20:21","16.40","66.40","10.83","3.40"
"1300","2024-01-29","19:20:25","16.40","66.40","10.83","2.79"
"1301","2024-01-29","19:20:30","16.40","66.40","10.83","2.67"
"1302","2024-01-29","19:20:34","16.40","66.50","10.83","3.28"
"1303","2024-01-29","19:20:38","16.40","66.50","10.83","2.85"
"1304","2024-01-29","19:20:42","16.40","66.50","10.83","2.67"
"1305","2024-01-29","19:20:46","16.40","66.50","10.00","3.70"
"1306","2024-01-29","19:20:51","16.40","66.50","10.00","2.85"
"1307","2024-01-29","19:20:55","16.40","66.50","10.00","2.85"
"1308","2024-01-29","19:21:00","16.40","66.50","10.00","2.73"
"1309","2024-01-29","19:21:04","16.40","66.50","10.00","2.85"
"1310","2024-01-29","19:21:08","16.40","66.50","10.00","4.67"
"1311","2024-01-29","19:21:12","16.40","66.50","10.00","5.28"
"1312","2024-01-29","19:21:16","16.40","66.50","10.00","2.85"
"1313","2024-01-29","19:21:20","16.40","66.50","10.00","3.09"
"1314","2024-01-29","19:21:25","16.40","66.50","10.00","3.09"
"1315","2024-01-29","19:21:29","16.40","66.50","10.00","3.46"
"1316","2024-01-29","19:21:34","16.40","66.50","10.83","3.09"
"1317","2024-01-29","19:21:38","16.40","66.50","10.83","3.09"
"1318","2024-01-29","19:21:42","16.40","66.40","10.83","3.70"
"1319","2024-01-29","19:21:46","16.40","66.40","10.83","5.10"
"1320","2024-01-29","19:21:50","16.40","66.40","10.83","2.79"
"1321","2024-01-29","19:21:55","16.40","66.30","10.83","4.61"
"1322","2024-01-29","19:21:59","16.40","66.30","10.83","2.00"
"1323","2024-01-29","19:22:03","16.40","66.40","10.83","2.43"
"1324","2024-01-29","19:22:07","16.40","66.40","10.83","3.03"
"1325","2024-01-29","19:22:11","16.40","66.40","10.00","2.91"
"1326","2024-01-29","19:22:16","16.40","66.40","10.00","2.97"
"1327","2024-01-29","19:22:20","16.40","66.40","10.83","4.73"
"1328","2024-01-29","19:22:24","16.40","66.40","10.83","2.91"
"1329","2024-01-29","19:22:28","16.40","66.40","10.83","3.22"
"1330","2024-01-29","19:22:32","16.40","66.40","10.83","5.16"
"1331","2024-01-29","19:22:37","16.40","66.40","10.83","3.15"
"1332","2024-01-29","19:22:41","16.40","66.40","10.83","4.31"
"1333","2024-01-29","19:22:45","16.40","66.40","10.83","3.09"
"1334","2024-01-29","19:22:49","16.40","66.40","10.83","2.73"
"1335","2024-01-29","19:22:53","16.40","66.40","10.83","3.34"
"1336","2024-01-29","19:22:58","16.40","66.40","10.00","2.24"
"1337","2024-01-29","19:23:02","16.40","66.40","10.00","3.40"
"1338","2024-01-29","19:23:06","16.40","66.40","10.00","5.40"
"1339","2024-01-29","19:23:11","16.40","66.40","10.00","4.79"
"1340","2024-01-29","19:23:15","16.40","66.40","10.00","2.00"
"1341","2024-01-29","19:23:19","16.40","66.40","10.00","-0.55"
"1342","2024-01-29","19:23:23","16.40","66.40","10.00","3.09"
"1343","2024-01-29","19:23:28","16.40","66.40","10.00","2.91"
"1344","2024-01-29","19:23:32","16.40","66.40","10.00","4.25"
"1345","2024-01-29","19:23:36","16.40","66.40","10.00","1.82"
"1346","2024-01-29","19:23:41","16.40","66.40","10.00","4.79"
"1347","2024-01-29","19:23:45","16.40","66.40","10.83","3.15"
"1348","2024-01-29","19:23:49","16.40","66.40","10.83","2.97"
"1349","2024-01-29","19:23:53","16.40","66.40","10.83","5.16"
"1350","2024-01-29","19:23:57","16.40","66.40","10.83","3.82"
"1351","2024-01-29","19:24:01","16.40","66.40","10.83","3.28"
"1352","2024-01-29","19:24:06","16.40","66.40","10.83","2.85"
"1353","2024-01-29","19:24:10","16.40","66.40","10.83","2.97"
"1354","2024-01-29","19:24:14","16.40","66.40","10.83","2.91"
"1355","2024-01-29","19:24:18","16.40","66.40","10.83","4.61"
"1356","2024-01-29","19:24:22","16.40","66.40","10.83","3.28"
"1357","2024-01-29","19:24:27","16.40","66.40","10.83","3.22"
"1358","2024-01-29","19:24:31","16.40","66.50","10.83","3.15"
"1359","2024-01-29","19:24:35","16.40","66.40","10.83","4.85"
"1360","2024-01-29","19:24:40","16.40","66.50","10.83","3.58"
"1361","2024-01-29","19:24:44","16.40","66.50","10.83","2.61"
"1362","2024-01-29","19:24:48","16.40","66.50","10.83","2.85"
"1363","2024-01-29","19:24:52","16.40","66.50","10.83","3.09"
"1364","2024-01-29","19:24:56","16.40","66.50","10.83","4.31"
"1365","2024-01-29","19:25:00","16.40","66.50","10.83","1.94"
"1366","2024-01-29","19:25:05","16.40","66.40","10.83","3.40"
"1367","2024-01-29","19:25:09","16.40","66.40","10.83","4.85"
"1368","2024-01-29","19:25:14","16.40","66.40","10.83","3.94"
"1369","2024-01-29","19:25:18","16.40","66.40","10.83","3.76"
"1370","2024-01-29","19:25:22","16.40","66.40","10.83","2.97"
"1371","2024-01-29","19:25:26","16.40","66.40","10.83","4.06"
"1372","2024-01-29","19:25:30","16.40","66.40","10.83","3.15"
"1373","2024-01-29","19:25:34","16.40","66.40","10.83","3.09"
"1374","2024-01-29","19:25:39","16.40","66.30","10.83","2.85"
"1375","2024-01-29","19:25:43","16.40","66.30","10.83","5.16"
"1376","2024-01-29","19:25:47","16.40","66.30","10.83","2.55"
"1377","2024-01-29","19:25:52","16.40","66.30","10.83","2.24"
"1378","2024-01-29","19:25:56","16.40","66.30","10.83","5.10"
"1379","2024-01-29","19:26:00","16.40","66.30","10.83","3.03"
"1380","2024-01-29","19:26:04","16.40","66.30","10.83","5.10"
"1381","2024-01-29","19:26:08","16.40","66.40","10.83","2.37"
"1382","2024-01-29","19:26:13","16.40","66.40","10.00","4.25"
"1383","2024-01-29","19:26:17","16.40","66.40","10.00","3.15"
"1384","2024-01-29","19:26:21","16.40","66.40","10.83","3.22"
"1385","2024-01-29","19:26:25","16.40","66.40","10.00","2.49"
"1386","2024-01-29","19:26:29","16.40","66.30","10.83","2.91"
"1387","2024-01-29","19:26:34","16.40","66.30","10.83","2.79"
"1388","2024-01-29","19:26:47","16.40","66.30","10.83","2.97"
"1389","2024-01-29","19:26:51","16.40","66.30","10.00","3.09"
"1390","2024-01-29","19:26:56","16.40","66.30","10.83","2.73"
"1391","2024-01-29","19:27:00","16.40","66.30","10.83","2.49"
"1392","2024-01-29","19:27:04","16.40","66.30","10.83","2.97"
"1393","2024-01-29","19:27:08","16.40","66.30","11.67","4.55"
"1394","2024-01-29","19:27:12","16.40","66.30","10.83","2.85"
"1395","2024-01-29","19:27:17","16.40","66.30","10.83","3.09"
"1396","2024-01-29","19:27:21","16.40","66.30","10.83","2.79"
"1397","2024-01-29","19:27:26","16.40","66.30","10.83","2.43"
"1398","2024-01-29","19:27:30","16.40","66.30","10.00","3.15"
"1399","2024-01-29","19:27:34","16.40","66.30","10.00","2.97"
"1400","2024-01-29","19:27:38","16.40","66.30","10.00","2.73"
"1401","2024-01-29","19:27:42","16.40","66.30","10.00","2.91"
"1402","2024-01-29","19:27:46","16.40","66.20","10.83","2.85"
"1403","2024-01-29","19:27:51","16.40","66.30","10.83","2.91"
"1404","2024-01-29","19:27:55","16.40","66.20","10.83","5.10"
"1405","2024-01-29","19:28:00","16.40","66.20","10.00","2.67"
"1406","2024-01-29","19:28:04","16.40","66.20","10.83","2.97"
"1407","2024-01-29","19:28:08","16.40","66.20","10.00","2.73"
"1408","2024-01-29","19:28:12","16.40","66.20","10.00","3.15"
"1409","2024-01-29","19:28:16","16.40","66.20","10.00","2.85"
"1410","2024-01-29","19:28:20","16.40","66.30","10.00","2.49"
"1411","2024-01-29","19:28:25","16.40","66.30","10.00","2.55"
"1412","2024-01-29","19:28:29","16.40","66.20","10.00","2.85"
"1413","2024-01-29","19:28:33","16.40","66.20","10.00","1.88"
"1414","2024-01-29","19:28:37","16.40","66.20","10.83","1.82"
"1415","2024-01-29","19:28:42","16.40","66.20","10.00","2.85"
"1416","2024-01-29","19:28:46","16.40","66.30","10.83","1.94"
"1417","2024-01-29","19:28:50","16.40","66.30","10.83","2.85"
"1418","2024-01-29","19:28:54","16.50","66.20","10.83","3.40"
"1419","2024-01-29","19:29:02","16.40","66.30","10.83","2.97"
"1420","2024-01-29","19:29:06","16.40","66.20","10.83","4.49"
"1421","2024-01-29","19:29:10","16.40","66.20","10.83","2.85"
"1422","2024-01-29","19:29:14","16.40","66.20","10.83","2.91"
"1423","2024-01-29","19:29:18","16.40","66.20","10.83","3.15"
"1424","2024-01-29","19:29:23","16.40","66.30","11.67","4.61"
"1425","2024-01-29","19:29:27","16.40","66.30","10.83","3.22"
"1426","2024-01-29","19:29:31","16.40","66.30","10.83","2.85"
"1427","2024-01-29","19:29:36","16.50","66.30","10.83","2.79"
"1428","2024-01-29","19:29:40","16.40","66.30","10.83","2.91"
"1429","2024-01-29","19:29:44","16.40","66.40","10.83","3.09"
"1430","2024-01-29","19:29:48","16.40","66.40","10.00","2.79"
"1431","2024-01-29","19:29:52","16.40","66.30","10.83","2.67"
"1432","2024-01-29","19:29:56","16.50","66.30","10.83","4.13"
"1433","2024-01-29","19:30:01","16.40","66.30","10.83","2.43"
"1434","2024-01-29","19:30:05","16.50","66.30","10.83","2.85"
"1435","2024-01-29","19:30:10","16.40","66.30","10.83","4.85"
"1436","2024-01-29","19:30:14","16.40","66.30","10.00","3.88"
"1437","2024-01-29","19:30:18","16.50","66.20","10.83","2.43"
"1438","2024-01-29","19:30:22","16.50","66.20","10.83","3.88"
"1439","2024-01-29","19:30:27","16.50","66.20","10.00","4.00"
"1440","2024-01-29","19:30:31","16.50","66.20","11.67","4.67"
"1441","2024-01-29","19:30:35","16.50","66.20","10.83","4.13"
"1442","2024-01-29","19:30:39","16.50","66.30","10.83","3.34"
"1443","2024-01-29","19:30:43","16.50","66.20","10.83","2.55"
"1444","2024-01-29","19:30:48","16.50","66.20","10.83","5.04"
"1445","2024-01-29","19:30:52","16.50","66.20","10.83","2.91"
"1446","2024-01-29","19:30:56","16.50","66.20","10.83","4.06"
"1447","2024-01-29","19:31:00","16.50","66.10","10.83","3.70"
"1448","2024-01-29","19:31:04","16.50","66.10","10.83","2.91"
"1449","2024-01-29","19:31:09","16.40","66.10","10.83","3.22"
"1450","2024-01-29","19:31:13","16.50","66.10","10.83","2.73"
"1451","2024-01-29","19:31:17","16.50","66.20","10.83","2.85"
"1452","2024-01-29","19:31:21","16.50","66.20","10.83","4.73"
"1453","2024-01-29","19:31:25","16.50","66.20","10.83","4.91"
"1454","2024-01-29","19:31:29","16.50","66.20","10.00","2.24"
"1455","2024-01-29","19:31:34","16.50","66.30","10.00","2.85"
"1456","2024-01-29","19:31:38","16.50","66.20","10.83","2.12"
"1457","2024-01-29","19:31:43","16.50","66.20","10.00","3.22"
"1458","2024-01-29","19:31:47","16.40","66.20","10.83","3.22"
"1459","2024-01-29","19:31:51","16.50","66.20","10.83","3.22"
"1460","2024-01-29","19:31:58","16.40","66.20","10.00","2.73"
"1461","2024-01-29","19:32:03","16.50","66.20","10.83","2.67"
"1462","2024-01-29","19:32:09","16.50","66.20","10.83","4.55"
"1463","2024-01-29","19:32:14","16.50","66.20","10.83","3.40"
"1464","2024-01-29","19:32:18","16.40","66.30","10.83","4.19"
"1465","2024-01-29","19:32:22","16.50","66.20","10.83","3.46"
"1466","2024-01-29","19:32:26","16.50","66.20","10.83","3.82"
"1467","2024-01-29","19:32:30","16.50","66.20","10.83","2.91"
"1468","2024-01-29","19:32:35","16.50","66.20","10.83","3.15"
"1469","2024-01-29","19:32:39","16.50","66.20","10.83","3.34"
"1470","2024-01-29","19:32:43","16.50","66.20","10.83","2.37"
"1471","2024-01-29","19:32:48","16.50","66.10","10.00","4.25"
"1472","2024-01-29","19:32:52","16.50","66.10","10.00","2.49"
"1473","2024-01-29","19:32:56","16.50","66.10","10.00","2.85"
"1474","2024-01-29","19:33:00","16.40","66.10","10.83","4.91"
"1475","2024-01-29","19:33:04","16.50","66.10","10.00","2.67"
"1476","2024-01-29","19:33:08","16.50","66.10","10.00","1.64"
"1477","2024-01-29","19:33:13","16.40","66.20","10.00","2.79"
"1478","2024-01-29","19:33:17","16.50","66.20","10.00","3.40"
"1479","2024-01-29","19:33:22","16.50","66.20","10.00","2.79"
"1480","2024-01-29","19:33:26","16.50","66.30","10.00","3.28"
"1481","2024-01-29","19:33:30","16.50","66.20","10.83","2.37"
"1482","2024-01-29","19:33:34","16.50","66.20","10.83","2.37"
"1483","2024-01-29","19:33:39","16.50","66.20","10.83","4.31"
"1484","2024-01-29","19:33:43","16.50","66.20","10.83","4.13"
"1485","2024-01-29","19:33:47","16.50","66.20","10.83","2.73"
"1486","2024-01-29","19:33:51","16.50","66.10","10.83","3.09"
"1487","2024-01-29","19:33:55","16.50","66.10","10.83","2.55"
"1488","2024-01-29","19:34:00","16.50","66.10","10.83","3.40"
"1489","2024-01-29","19:34:04","16.50","66.10","10.83","2.79"
"1490","2024-01-29","19:34:08","16.50","66.10","10.83","2.73"
"1491","2024-01-29","19:34:12","16.50","66.10","10.83","3.76"
"1492","2024-01-29","19:34:16","16.50","66.10","10.83","2.73"
"1493","2024-01-29","19:34:21","16.50","66.10","10.83","4.79"
"1494","2024-01-29","19:34:25","16.50","66.10","10.83","2.61"
"1495","2024-01-29","19:34:29","16.50","66.10","10.00","3.09"
"1496","2024-01-29","19:34:33","16.50","66.10","10.00","3.03"
"1497","2024-01-29","19:34:37","16.50","66.00","10.00","2.79"
